unique_id,citation,key_findings
220,"Agarwal, G., Habing, K., Pirrie, M., Angeles, R., Marzanek, F., & Parascandalo, J. (2018). Assessing health literacy among older adults living in subsidized housing: a cross-sectional study. Can. J. Public Health, 109(3), 401–409. https://doi.org/10.17269/s41997-018-0048-3","Over 82% of participants had below adequate health literacy levels. There were significant relationships between functional health literacy and factors such as BMI, education level, and pain and discomfort levels. There were no significant relationships found between health literacy levels and age, anxiety and depression levels, diabetes risk score, gender, marital status, mobility issues, self-care issues, self-reported health status, or performance of usual activitiesâ€‹"
224,"Colozzo, P., McKeil, L., Petersen, J. M., & Szabo, A. (2016). An Early Literacy Program for Young Children with Down Syndrome: Changes Observed over One Year. J. Pol. Pract. Intell. Disabil., 13(2), 102–110. https://doi.org/10.1111/jppi.12160","All participants improved in early literacy measures:
Significant gains in letter names, letter sounds, and print concepts.
Number of words read (sight words) increased from an average of 8.3 to 59.9 by the end of the program.
Phonological Awareness improvements:
Progress in identifying initial sounds in words.
Limited success in syllable detection.
Factors positively influencing gains:
Early literacy skills and expressive language abilities at the start of the program.
Use of abstract symbols to communicate correlated with higher word identification gains."
225,"Lang, J. J., Chaput, J.-P., Longmuir, P. E., Barnes, J. D., Belanger, K., Tomkinson, G. R., Anderson, K. D., Bruner, B., Copeland, J. L., Gregg, M. J., Hall, N., Kolen, A. M., Lane, K. N., Law, B., MacDonald, D. J., Martin, L. J., Saunders, T. J., Sheehan, D., Stone, M. R., … Tremblay, M. S. (2018). Cardiorespiratory fitness is associated with physical literacy in a large sample of Canadian children aged 8 to 12 years. BMC Public Health, 18. https://doi.org/10.1186/s12889-018-5896-5","CRF was positively associated with all domains of physical literacy.
Strongest associations were observed in Physical Competence, followed by Motivation and Confidence.
Boys showed slightly stronger associations than girls across all domains.
Associations were consistent across different age groups, highlighting the importance of CRF in enhancing overall physical literacy.
The study suggests the utility of 20mSRT as a screening tool for low physical literacy."
226,"Koh, P. W., Chen, X., Cummins, J., & Li, J. (2017). Literacy outcomes of a Chinese/English bilingual program in Ontario. Can. Mod. Lang. Rev., 73(3), 343–367. https://doi.org/10.3138/cmlr.3665","Students in the bilingual program performed comparably to peers in English-only programs on English measures despite less English instruction.
They excelled in Chinese literacy, especially character recognition.
Bilingual program students exceeded provincial standards in Grade 3 English reading and writing tests.
Evidence of significant cross-linguistic transfer between English and Chinese literacy skills."
227,"Coyne, P., Vandenborn, E., Santarossa, S., Milne, M. M., Milne, K. J., & Woodruff, S. J. (2019). Physical literacy improves with the run jump throw wheel program among students in grades 4–6 in southwestern ontario. Appl. Physiol. Nutr. Metab., 44(6), 645–649. https://doi.org/10.1139/apnm-2018-0495","The CAPL score increased by 3.3 points post-intervention (t = 6.47, p < 0.001).
Physical Competence and Knowledge and Understanding domains significantly improved.
No significant changes were noted in Daily Behavior or Motivation and Confidence domains.
Participants in suburban schools improved more than those in rural schools.
Physical activity intensity during PE class did not show a significant change pre- and post-intervention."
228,"MacDonald, D. J., Saunders, T. J., Longmuir, P. E., Barnes, J. D., Belanger, K., Bruner, B., Copeland, J. L., Gregg, M. J., Hall, N., Kolen, A. M., Law, B., Martin, L. J., Sheehan, D., Woodruff, S. J., & Tremblay, M. S. (2018). A cross-sectional study exploring the relationship between age, gender, and physical measures with adequacy in and predilection for physical activity  17 Psychology and Cognitive Sciences 1701 Psychology. BMC Public Health, 18. https://doi.org/10.1186/s12889-018-5893-8","Cardiorespiratory fitness, as measured by the PACER, was found to be strongly associated with children's adequacy and predilection for physical activity. Age showed an inverse relationship with adequacy and predilection, while boys demonstrated slightly higher scores on these scales. The study calls for considering physiological and psychological factors to create inclusive environments for physical activity participation among childrenâ€‹"
234,"Jones, J., Rosaasen, N., Taylor, J., Mainra, R., Shoker, A., Blackburn, D., Wilson, J., & Mansell, H. (2016). Health Literacy, Knowledge, and Patient Satisfaction Before Kidney Transplantation. Transplant. Proc., 48(8), 2608–2614. https://doi.org/10.1016/j.transproceed.2016.07.018","95% of participants had adequate health literacy; 86% had adequate numeracy.
Transplant knowledge scores averaged 79%.
Most participants believed in the necessity of medications (97%) with minimal concerns about adverse effects (73.8%).
Satisfaction with educational content was mixed: 43% satisfied with transplant medication information, but 30.7% were dissatisfied.
Gaps in education were identified, particularly regarding the wait-list process, antirejection medications, and post-transplant expectations."
236,"Gilham, C., Austen, E. L., Wei, Y., & Kutcher, S. (2018). Improving mental health literacy in post-secondary students: Field testing the feasibility and potential outcomes of a peer-led approach. Can. J. Community Ment. Health, 37(1), 1–12. https://doi.org/10.7870/cjcmh-2018-002","Significant improvements in mental health knowledge and help-seeking efficacy across all participant groups.
No significant changes in attitudes, possibly due to a ceiling effect.
Peer-led seminars were found to be feasible and effective in enhancing MHL.
Barriers included small sample size and lack of a robust promotion strategy.
Recommendations include scaling the intervention to larger and more diverse institutions."
237,"Borges, K., Sibbald, C., Hussain-Shamsy, N., Vasilevska-Ristovska, J., Banh, T., Patel, V., Brooke, J., Piekut, M., Reddon, M., Aitken-Menezes, K., McNaughton, A., Pearl, R. J., Langlois, V., Radhakrishnan, S., Licht, C. P. B., Piscione, T. D., Levin, L., Noone, D., Hebert, D., & Parekh, R. S. (2017). Parental health literacy and outcomes of childhood nephrotic syndrome. Pediatrics, 139(3). https://doi.org/10.1542/peds.2016-1961","Lower parental reading comprehension was significantly associated with:
Higher relapse rates.
Lower odds of achieving complete remission.
Higher odds of frequently relapsing disease.
Parental numeracy did not significantly affect outcomes.
Higher reading comprehension tertiles showed reduced odds of relapse and improved remission outcomes.
Educational interventions for families with lower health literacy may improve outcomes in children with chronic diseases."
240,"Roth, W.-M., Ercikan, K., Simon, M., & Fola, R. (2015). The assessment of mathematical literacy of linguistic minority students: Results of a multi-method investigation. J. Math. Behav., 40, 88–105. https://doi.org/10.1016/j.jmathb.2015.01.004","The study found that PLAYfun provided a reliable and valid measurement of physical literacy, revealing significant variations in physical literacy levels among children and youth from different after-school programs.

"
241,"Saunders, T. J., MacDonald, D. J., Copeland, J. L., Longmuir, P. E., Barnes, J. D., Belanger, K., Bruner, B., Gregg, M. J., Hall, N., Kolen, A. M., Law, B., Martin, L. J., Sheehan, D., Stone, M. R., Woodruff, S. J., & Tremblay, M. S. (2018). The relationship between sedentary behaviour and physical literacy in Canadian children: A cross-sectional analysis from the RBC-CAPL Learn to Play study. BMC Public Health, 18. https://doi.org/10.1186/s12889-018-5892-9","Boys reported more screen-based sedentary time, while girls had more non-screen-based sedentary time.
Motivation and Confidence had the strongest negative association with all modes of sedentary behaviour.
Knowledge and Understanding was negatively associated with screen-based behaviours but positively associated with non-screen behaviours.
Targeting Motivation and Confidence may effectively reduce sedentary behaviourâ€‹"
244,"Mandigo, J., Lodewyk, K., & Tredway, J. (2019). Examining the impact of a teaching games for understanding approach on the development of physical literacy using the passport for life assessment tool. J. Teach. Phys. Educ., 38(2), 136–145. https://doi.org/10.1123/jtpe.2018-0028","Significant improvements were observed in balance and stability, cardiovascular fitness, participation in diverse environments, and interest in diverse activities.
No improvements were seen in object manipulation (advanced kicking) or interacting with others.
The study highlights the importance of holistic pedagogical approaches like TGfU in developing physical literacy."
245,"Delisle Nyström, C., Barnes, J. D., & Tremblay, M. S. (2018). An exploratory analysis of missing data from the Royal Bank of Canada (RBC) Learn to Play - Canadian Assessment of Physical Literacy (CAPL) project. BMC Public Health, 18. https://doi.org/10.1186/s12889-018-5901-z","Missing data were a significant issue, particularly in pedometer step counts (33.8%) and components of the Physical Competence and Motivation domains.
Differences in domain scores due to missing data were small and statistically undetectable for most domains, supporting the robustness of the scoring algorithm.
The study highlights the importance of addressing missing data in large-scale assessments and provides guidance on reducing missing data in future iterations (e.g., CAPL-2)."
247,"Al Sayah, F., Johnson, J. A., Ohinmaa, A., Xie, F., & Bansback, N. (2017). Health literacy and logical inconsistencies in valuations of hypothetical health states: results from the Canadian EQ-5D-5L valuation study. Qual. Life Res., 26(6), 1483–1492. https://doi.org/10.1007/s11136-016-1495-z","Participants with inadequate health literacy were more likely to provide logically inconsistent valuations of health states.
Those with difficulty understanding written information or needing help with reading health information were 2.2 times more likely to show inconsistencies.
Lower socioeconomic status and worse health outcomes were associated with inadequate health literacy.
Addressing health literacy could improve the quality and reliability of health state valuations in such studies."
248,"DeLuca, C., LaPointe-McEwan, D., & Luhanga, U. (2016). Teacher assessment literacy: a review of international standards and measures. Educ. Assess. Eval. Account., 28(3), 251–272. https://doi.org/10.1007/s11092-015-9233-6","Early standards (1990â€“1999) emphasized summative and standardized assessments.
Post-2000 standards integrated formative assessment and emphasized supporting teacher learning.
Current instruments fail to fully align with modern standards, often overemphasizing assessment processes.
Recommendations include updating instruments to reflect contemporary standards and addressing the diverse needs of pre-service and in-service teachers."
249,"Washburn, R., & Kolen, A. (2018). Children’s self-perceived and actual motor competence in relation to their peers. Child., 5(6). https://doi.org/10.3390/children5060072","Younger children (grades 3â€“4) tend to overestimate their motor competence, while older children (grades 5â€“6) show increased accuracy.
Over half (56.7%) of participants inaccurately perceived their motor competence, with underestimation increasing among older children.
Accurate self-perception correlates with higher CAMSA scores and potentially influences physical activity participation"
251,"Gunnell, K. E., Longmuir, P. E., Woodruff, S. J., Barnes, J. D., Belanger, K., & Tremblay, M. S. (2018). Revising the motivation and confidence domain of the Canadian assessment of physical literacy. BMC Public Health, 18. https://doi.org/10.1186/s12889-018-5900-0","The Motivation and Confidence domain was refined to 12 items aggregating to four subscales, improving clarity, reliability, and alignment with theoretical frameworks like self-determination theory.
The revised model significantly reduced participant burden while maintaining robust psychometric properties.
Some inconsistencies were noted, such as weak associations between step counts and other CAPL domainsâ€‹"
254,"Smylie, J., O’Brien, K., Xavier, C. G., Anderson, M., McKnight, C., Downey, B., & Kelaher, M. (2018). Primary care intervention to address cardiovascular disease medication health literacy among Indigenous peoples: Canadian results of a pre-post-design study. Can. J. Public Health, 109(1), 117–127. https://doi.org/10.17269/s41997-018-0034-9","Medication knowledge scores increased 3.3 to 6.1 times after the educational intervention.
Participants significantly adopted health literacy practices, such as using customized pill cards and booklets.
The program demonstrated potential to address health literacy barriers in Indigenous contextsâ€‹"
255,"Delanoë, A., Lépine, J., Leiva Portocarrero, M. E., Robitaille, H., Turcotte, S., Lévesque, I., Wilson, B. J., Giguère, A. M. C., & Légaré, F. (2016). Health literacy in pregnant women facing prenatal screening may explain their intention to use a patient decision aid: A short report. BMC Res. Notes, 9(1). https://doi.org/10.1186/s13104-016-2141-0","A significant positive correlation was observed between subjective health literacy (3HLQ) and pregnant womenâ€™s intention to use a decision aid (DA).
No significant correlation was found between objective health literacy (3NQ, NVS) and the intention to use a DA.
The subjective perception of health literacy, including self-confidence and social support, influences the intention to use decision aids more than objective measures of health literacy.
Training health professionals to support pregnant womenâ€™s self-confidence and leverage social networks could improve decision-making."
259,"Santaló, M. I., Gibbons, S., & Naylor, P.-J. (2019). Using food models to enhance sugar literacy among older adolescents: Evaluation of a brief experiential nutrition education intervention. Nutrients, 11(8). https://doi.org/10.3390/nu11081763","Adolescentsâ€™ knowledge of added sugar in foods, beverages, and serving sizes improved significantly in the intervention group compared to the control.
Intentions to reduce sugar intake and label reading confidence also increased post-intervention.
The study suggested that two brief experiential sessions using food models were effective in enhancing sugar literacy."
263,"Tremblay, M. S., Longmuir, P. E., Barnes, J. D., Belanger, K., Anderson, K. D., Bruner, B., Copeland, J. L., Delisle Nyström, C., Gregg, M. J., Hall, N., Kolen, A. M., Lane, K. N., Law, B., MacDonald, D. J., Martin, L. J., Saunders, T. J., Sheehan, D., Stone, M. R., & Woodruff, S. J. (2018). Physical literacy levels of Canadian children aged 8-12 years: Descriptive and normative results from the RBC Learn to Play-CAPL project. BMC Public Health, 18. https://doi.org/10.1186/s12889-018-5891-x","The total physical literacy scores and domain scores indicate Canadian children are at the ""progressing"" level overall, with only the Knowledge and Understanding domain achieving higher performance.
Boys scored higher on Physical Competence measures, while girls excelled in flexibility tests.
Daily step counts decreased with age and were higher in boys.
Sedentary screen time exceeded recommended levels.
Knowledge scores increased with age but were not correlated with gender."
264,"Al Sayah, F., Johnson, S. T., & Vallance, J. (2016). Health literacy, pedometer, and self-reported walking among older adults. Am. J. Public Health, 106(2), 327–333. https://doi.org/10.2105/AJPH.2015.302901",The study found that inadequate health literacy was associated with less likelihood of meeting MVPA guidelines based on self-reported physical activity but was not associated with an objective measure of steps per dayâ€‹
265,"Law, B., Bruner, B., Scharoun Benson, S. M., Anderson, K., Gregg, M., Hall, N., Lane, K., MacDonald, D. J., Saunders, T. J., Sheehan, D., Stone, M. R., Woodruff, S. J., Belanger, K., Barnes, J. D., Longmuir, P. E., & Tremblay, M. S. (2018). Associations between teacher training and measures of physical literacy among Canadian 8- to 12-year-old students 13 Education 1303 Specialist Studies in Education. BMC Public Health, 18. https://doi.org/10.1186/s12889-018-5894-7","Teacher training showed minimal association with physical literacy outcomes.
Students taught by physical education (PE) specialists were more likely to score higher in the Motivation and Confidence domain and achieve recommended CAMSA levels.
No significant associations were found for other domains or overall CAPL scores.
Results suggest that while PE specialists may enhance certain aspects of physical literacy, the overall impact of teacher training is limited."
266,"Pohl, D., Alpous, A., Hamer, S., & Longmuir, P. E. (2019). Higher screen time, lower muscular endurance, and decreased agility limit the physical literacy of children with epilepsy. Epilepsy Behav., 90, 260–265. https://doi.org/10.1016/j.yebeh.2018.05.010","Children with epilepsy demonstrated poor physical literacy levels, with significant disparities in agility, muscular endurance, and screen time compared to healthy peers. The study highlights the need for targeted interventions to enhance physical literacy and reduce screen time to promote healthier lifestyles among children with epilepsy."
267,"Delisle Nyström, C., Traversy, G., Barnes, J. D., Chaput, J.-P., Longmuir, P. E., & Tremblay, M. S. (2018). Associations between domains of physical literacy by weight status in 8- to 12-year-old Canadian children. BMC Public Health, 18. https://doi.org/10.1186/s12889-018-5898-3","Healthy-weight children scored higher across all four physical literacy domains compared to overweight/obese peers.
The correlations between domains were generally weak to moderate, suggesting that the domains represent distinct constructs within physical literacy.
Interventions aimed at improving physical literacy may not need to be tailored by weight status, although longitudinal studies are recommended to confirm thisâ€‹"
268,"Longmuir, P. E., Gunnell, K. E., Barnes, J. D., Belanger, K., Leduc, G., Woodruff, S. J., & Tremblay, M. S. (2018). Canadian Assessment of Physical Literacy Second Edition: A streamlined assessment of the capacity for physical activity among children 8 to 12 years of age. BMC Public Health, 18. https://doi.org/10.1186/s12889-018-5902-y","The CAPL-2 provides a streamlined and valid assessment of physical literacy for children aged 8 to 12 years.
Redundant measures (e.g., flexibility, grip strength) were removed to reduce examiner and participant burden.
CAPL-2 offers flexibility, allowing assessors to measure specific domains or the full assessment, with all tools validated for reliability."
269,"Guhn, M., Gadermann, A. M., Almas, A., Schonert-Reichl, K. A., & Hertzman, C. (2016). Associations of teacher-rated social, emotional, and cognitive development in kindergarten to self-reported wellbeing, peer relations, and academic test scores in middle childhood. Early Child. Res. Q., 35, 76–84. https://doi.org/10.1016/j.ecresq.2015.12.027","Social competence in kindergarten significantly predicted peer connectedness in grade 4.
Emotional maturity in kindergarten predicted emotional well-being in grade 4.
Language and cognitive development in kindergarten strongly predicted grade 4 academic achievement in literacy and numeracy.
Within-domain predictors (e.g., social-to-social, cognitive-to-cognitive) were stronger than cross-domain predictors.
Gender differences: Boys showed higher numeracy scores but lower social competence scores than girls."
272,"Cairney, J., Veldhuizen, S., Graham, J. D., Rodriguez, C., Bedard, C., Bremer, E., & Kriellaars, D. (2018). A Construct Validation Study of PLAYfun. Med. Sci. Sports Exerc., 50(4), 855–862. https://doi.org/10.1249/MSS.0000000000001494","The PLAYfun tool demonstrated an acceptable fit to the hypothesized five-factor model, with scores increasing with age as expected.
Few sex differences were noted, except that boys outperformed girls in some object control tasks.
The study supports the construct validity of PLAYfun as a measure of motor competence, though further evaluation of the tool is recommended."
273,"Cairney, J., Clark, H. J., James, M. E., Mitchell, D., Dudley, D. A., & Kriellaars, D. (2018). The preschool physical literacy assessment tool: Testing a new physical literacy tool for the early years. Front. Pediatr., 6. https://doi.org/10.3389/fped.2018.00138","Pre-PLAy demonstrated validity in predicting physical activity for females but not males.
Reliability was generally adequate for females but poor for males, with gender biases influencing ECE ratings.
Results suggest that motivation and enjoyment are significant predictors of physical activity for females.
Modifications to Pre-PLAy items and training for ECEs are recommended to address observed biases and improve the tool's reliability."
277,"Mansfield, E. D., Wahba, R., Gillis, D. E., Weiss, B. D., & L’Abbé, M. (2018). Canadian adaptation of the newest vital sign©, a health literacy assessment tool. Public Health Nutr., 21(11), 2038–2045. https://doi.org/10.1017/S1368980018000253","The computerized and interviewer-administered NVS formats yielded similar results, demonstrating reliability for both English and French versions.
The computerized version required slightly more time to complete (average 4 minutes, 22 seconds) than the interviewer version (3 minutes, 30 seconds).
The computerized version reduced the potential stigma associated with in-person administration.
Health literacy scores were slightly lower for French-speaking participants compared to English-speaking participants."
279,"Boucher, B. A., Manafò, E., Boddy, M. R., Roblin, L., & Truscott, R. (2017). The Ontario food and nutrition strategy: Identifying indicators of food access and food literacy for early monitoring of the food environment. Health Promot.  Chronic Dis. Prev. Canada, 37(9), 313–319. https://doi.org/10.24095/hpcdp.37.9.06","The report highlights a lack of comprehensive data for monitoring food literacy and access in Ontario, emphasizing the need for system-level indicators. It also identifies a few early indicators for food literacy and food access, underscoring the necessity of improving data collection efforts for more effective public health surveillanceâ€‹"
280,"Nguyen, L., Keshavjee, K., Archer, N., Patterson, C., Gwadry-Sridhar, F., & Demers, C. (2017). Barriers to technology use among older heart failure individuals in managing their symptoms after hospital discharge. Int. J. Med. Informatics, 105, 136–142. https://doi.org/10.1016/j.ijmedinf.2017.06.001","Older HF patients demonstrated varying levels of interest and ability in adopting technology for self-care. Common barriers included low confidence in decision-making, limited technology skills, and lack of understanding of HF management steps. Caregivers were often more proactive than patients. Future efforts should focus on tailoring technology to older adults' needs with simplified interfaces and better education on self-care importance."
281,"Wei, Y., Baxter, A., & Kutcher, S. (2019). Establishment and validation of a mental health literacy measurement in Canadian educators. Psychiatry Res., 279, 231–236. https://doi.org/10.1016/j.psychres.2019.03.009","MHL-ED is reliable and valid for assessing mental health literacy in educators.
School-based mental health professionals scored significantly higher than classroom teachers and administrators/support staff.
Post-training scores improved significantly across all participant groups.
Higher literacy scores were associated with reduced stigma"
282,"Francis, C. E., Longmuir, P. E., Boyer, C., Andersen, L. B., Barnes, J. D., Boiarskaia, E., Cairney, J., Faigenbaum, A. D., Faulkner, G., Hands, B. P., Hay, J. A., Janssen, I., Katzmarzyk, P. T., Kemper, H. C. G., Knudson, D., Lloyd, M., McKenzie, T. L., Olds, T. S., Sacheck, J. M., … Tremblay, M. S. (2016). The Canadian Assessment of Physical literacy: Development of a model of children’s capacity for a healthy, active lifestyle through a Delphi process. J. Phys. Act. Health, 13(2), 214–222. https://doi.org/10.1123/jpah.2014-0597","A revised CAPL model was developed, emphasizing the interconnection of physical competence, motivation, and knowledge within daily behavior.
Objectively measured domains (physical competence and daily behavior) were given greater relative importance.
The model supports tracking childrenâ€™s physical literacy over time and informs tailored interventions for physical activity and health promotion.
The CAPL has potential applications in population surveillance, identifying deficits, and designing interventions."
285,"Longmuir, P. E., Woodruff, S. J., Boyer, C., Lloyd, M., & Tremblay, M. S. (2018). Physical Literacy Knowledge Questionnaire: Feasibility, validity, and reliability for Canadian children aged 8 to 12 years. BMC Public Health, 18. https://doi.org/10.1186/s12889-018-5890-y","Feasibility: Most children completed the PLKQ with minimal errors. Mean completion time ranged from 14 minutes (Grade 6) to 27 minutes (Grades 4 and 5).
Validity: Knowledge scores increased with age but showed no significant gender differences. Teacher ratings of childrenâ€™s fitness and physical activity knowledge were moderately correlated with PLKQ scores.
Reliability: Substantial to excellent reliability was observed over a 2-day interval for most items, but reliability decreased over a 7-day interval."
287,"Dutil, C., Tremblay, M. S., Longmuir, P. E., Barnes, J. D., Belanger, K., & Chaput, J.-P. (2018). Influence of the relative age effect on children’s scores obtained from the Canadian assessment of physical literacy. BMC Public Health, 18. https://doi.org/10.1186/s12889-018-5895-6","The relative age effect (RAE) bias in CAPL scores was generally negligible, although some differences in physical competence (e.g., muscular strength and height) were observed for children born earlier in the year.
Boys and girls born in the first three months showed slightly higher scores in certain domains but with minimal effect sizes.
RAE bias had limited practical significance on overall CAPL scores."
291,"Robinson, D. B., & Randall, L. (2017). Marking Physical Literacy or Missing the Mark on Physical Literacy? A Conceptual Critique of Canada’s Physical Literacy Assessment Instruments. Meas. Phys. Educ. Exerc. Sci., 21(1), 40–55. https://doi.org/10.1080/1091367X.2016.1249793","The critique identifies issues and inconsistencies in the measurement of physical literacy, discussing the lack of consensus on definitions and the challenge of measuring such a multifaceted construct. It highlights the need for clearer standards and methodologies."
293,"Corbin, C. B. (2016). Implications of Physical Literacy for Research and Practice: A Commentary. Res. Q. Exerc. Sport, 87(1), 14–27. https://doi.org/10.1080/02701367.2016.1124722","Importance of Consensus: The multi-institutional definition in Canada helps unify various organizations under a shared framework.
Assessment: Emphasizes the need for rigorous, multidimensional assessment tools.
Challenges: Highlights potential confusion from varied definitions and the importance of alignment across institutions.
Impact: Physical literacy is linked to enhanced participation in physical activities and improved public health outcomes."
296,"Demian, M. N., Jean Shapiro, R., & Thornton, W. L. (2016). An observational study of health literacy and medication adherence in adult kidney transplant recipients. Clin. Kidney J., 9(6), 858–865. https://doi.org/10.1093/ckj/sfw076","Lower health literacy was associated with poorer immunosuppressant adherence. Specific factors such as social support, access to information, and understanding health information were linked to adherence. The study highlights the need for interventions that enhance health literacy to improve adherence"
298,"Milne, R. A., Puts, M. T. E., Papadakos, J., Le, L. W., Milne, V. C., Hope, A. J., Catton, P., & Giuliani, M. E. (2015). Predictors of High eHealth Literacy in Primary Lung Cancer Survivors. J. Cancer Educ., 30(4), 685–692. https://doi.org/10.1007/s13187-014-0744-5","Only 33.7% of survivors perceived themselves as having high eHealth literacy.
Significant predictors of high eHealth literacy included:
Access to eResources (96% in high eHealth group vs. 69% in low eHealth group, p=0.004).
Higher education (79% with post-secondary education in high eHealth group vs. 44% in low eHealth group, p=0.003).
No significant associations were found between eHealth literacy and age, gender, marital status, or HRQoL.
Survivors often lacked confidence in evaluating online health information and using it for health decisions, highlighting a digital divide."
299,"Oliffe, J. L., Hannan-Leith, M. N., Ogrodniczuk, J. S., Black, N., Mackenzie, C. S., Lohan, M., & Creighton, G. (2016). Men’s depression and suicide literacy: a nationally representative Canadian survey. J. Ment. Health, 25(6), 520–526. https://doi.org/10.1080/09638237.2016.1177770","Respondents correctly answered 67.1% of D-Lit items and 53.7% of LOSS items, indicating limited mental health literacy.
Females demonstrated higher literacy than males for both depression and suicide topics.
Common misconceptions included depressive symptoms and suicide risk factors, such as incorrectly linking depression to multiple personalities or misjudging the impact of discussing suicidal thoughts.
The study advocates for gender-sensitive public health campaigns to improve mental health literacy and address stigma."
301,"Mcluckie, A., Kutcher, S., Wei, Y., & Weaver, C. (2014). Sustained improvements in students’ mental health literacy with use of a mental health curriculum in Canadian schools. BMC Psychiatry, 14(1). https://doi.org/10.1186/s12888-014-0379-4","Knowledge: Scores increased significantly post-intervention (from a mean of 14.91 to 18.55, p < 0.001) and were sustained at follow-up (mean 18.22, p < 0.001).
Attitudes: Modest but significant improvements post-intervention (mean increased from 34.09 to 35.34, p < 0.001) and maintained at follow-up (mean 34.26, p = 0.007).
Embedding mental health literacy into the regular school curriculum positively impacted students' knowledge and attitudes, providing a scalable model for stigma reduction and mental health promotion."
306,"Yamashita, T., & Kunkel, S. R. (2015). An international comparison of the association among literacy, education, and health across the United States, Canada, Switzerland, Italy, Norway, and Bermuda: Implications for health disparities. J. Health Commun., 20(4), 406–415. https://doi.org/10.1080/10810730.2014.977469","Literacy skills mediated the effect of education on health in all study locations, but the degree of mediation varied. Different types of literacy skills were found to be more or less important in different locations. For instance, numeracy skills in the United States and prose literacy skills in Italy were stronger predictors of health outcomes."
308,"Jia, F., Gottardo, A., Koh, P. W., Chen, X., & Pasquarella, A. (2014). The role of acculturation in reading a second language: Its relation to english literacy skills in immigrant chinese adolescents. Read. Res. Q., 49(2), 251–261. https://doi.org/10.1002/rrq.69","Mainstream acculturation significantly predicted English reading comprehension even after controlling for vocabulary, word decoding, and length of residence in Canada.
Heritage enculturation had no significant relationship with English reading skills.
Cognitive-linguistic factors (vocabulary and word reading skills) explained most of the variance in reading comprehension, but sociocultural factors added unique contributions."
311,"Gong, Z., Haig, S. L., Pope, J. E., Rohekar, S., Rohekar, G., LeRiche, N. G. H., & Thompson, A. E. (2015). Health literacy rates in a population of patients with rheumatoid arthritis in Southwestern Ontario. J. Rheumatol., 42(9), 1610–1615. https://doi.org/10.3899/jrheum.141509","Rates of low health literacy ranged from 14.1% to 18.6% across the tests.
Low education, lack of daily reading, and non-English primary language at home were predictors of low health literacy.
STOFHLA may be the most relevant tool for assessing comprehension-based health literacy in RA populationsâ€‹"
313,"Lupattelli, A., Picinardi, M., Einarson, A., & Nordeng, H. (2014). Health literacy and its association with perception of teratogenic risks and health behavior during pregnancy. Patient Educ. Couns., 96(2), 171–178. https://doi.org/10.1016/j.pec.2014.04.014","Low-health literacy women:
Reported higher perceived risks for medications (e.g., penicillin and swine flu vaccine).
Demonstrated more negative beliefs about medications during pregnancy.
Had higher rates of non-adherence to prescribed medications (25% vs. 19.2% for high-health literacy women).
Risk perception and beliefs about medications mediated the relationship between health literacy and medication adherence.
Policy implication: Clinicians should account for patients' health literacy levels to promote better adherence during pregnancy."
314,"Landry, R., Minor-Corriveau, M., & Bélanger, R. (2015). Is student achievement on standardized EQAO testing reflected in their annual academic performance?: A longitudinal study. Int. J. Literacies, 22(4), 1–26. https://doi.org/10.18848/2327-0136/cgp/v22i04/1-26","Strong correlations were found between classroom grades and EQAO results in some cases, especially for reading and writing, but not for oral communication.
Girls consistently outperformed boys in literacy measures.
Students whose dominant language was French performed better than those whose dominant language was English, though this gap decreased by grade 6.
The correlations for students with IEPs were weaker, highlighting challenges in aligning classroom and standardized assessments for this group.
The study raised questions about the validity of EQAO tests for students with different linguistic and educational backgrounds."
317,"Mikhail, D., Visscher, K. L., Chen, N., Wang, J., Emara, B. Y., & Hutnik, C. M. (2015). Patient-appropriate health literacy educational materials in ophthalmology. Can. J. Ophthalmol., 50(1), 19–25. https://doi.org/10.1016/j.jcjo.2014.08.002","30â€“35% of participants had marginal or inadequate literacy skills.
Patients comprehended and preferred materials written at a grade 5 reading level with illustrations, as opposed to grade 10 level materials.
Participants spent significantly less time reading the grade 5 level pamphlet but achieved higher comprehension scores.
Patients reported that lower-level pamphlets were easier to read and understand.
The study supports using lower-literacy materials universally to improve patient understanding and satisfaction."
319,"Bourgoin, R. (2014). The predictive effects of L1 and L2 early literacy indicators on reading in French immersion. Can. Mod. Lang. Rev., 70(3), 355–380. https://doi.org/10.3138/cmlr.2346","Kindergarten L1 predictors (e.g., Letter Naming) strongly correlated with L2 reading outcomes in Grade 3.
French indicators, such as Letter Naming and Nonsense Word reading, were significant predictors of L2 reading fluency and comprehension.
Cross-linguistic transfer of literacy skills, particularly alphabetic knowledge, is crucial for predicting L2 reading abilities."
321,"Longmuir, P. E., Boyer, C., Lloyd, M., Yang, Y., Boiarskaia, E., Zhu, W., & Tremblay, M. S. (2015). The Canadian Assessment of Physical Literacy: Methods for children in grades 4 to 6 (8 to 12 years). BMC Public Health, 15(1). https://doi.org/10.1186/s12889-015-2106-6","CAPL provides a valid and comprehensive assessment of physical literacy.
Boys generally scored higher in physical competence and engagement in physical activity, while girls showed a decline in motivation at age 11 but recovered by age 12.
Teacher ratings positively correlated with CAPL scores, supporting validity.
Findings suggest the need for targeted interventions to support physical literacy in girls and other groups."
