pub_id,doi,isbn,doc_type,authors,authors_clean,pub_year,title,source,volume,issue,pages,openalex_id,editor,location,edition,publisher,author_id
1162,https://doi.org/10.18438/B82W3G,,Article,Virginia Wilson,,2011,"An International Association of EBLIP, Redux",Evidence Based Library and Information Practice,6,4,,https://openalex.org/W1503206830,,,,University of Alberta,1373
1165,https://doi.org/10.18438/B83C9W,,Article,Kealin M. McCabe; Willow Fuchs,,2011,Point of Need Reference Service,Evidence Based Library and Information Practice,6,2,81-84,https://openalex.org/W1597014071,,,,University of Alberta,1268
1174,https://doi.org/10.18438/B87W5S,,Article,Virginia Wilson,,2011,"Research Methods: Design, Methods, Case StudyÖoh my!",Evidence Based Library and Information Practice,6,3,,https://openalex.org/W4206835425,,,,University of Alberta,1373
1194,https://doi.org/10.18438/B8FH0Z,,Article,MÍ-Linh LÍ,,2011,"Nutrition, Food Science, and Dietetics Faculty Have Information Needs Similar to Basic and Medical Sciences Faculty ñ Online Access to Electronic Journals, PubMed/Medline, and Google",Evidence Based Library and Information Practice,6,4,155-157,https://openalex.org/W1583706296,,,,University of Alberta,1194
1195,https://doi.org/10.18438/B8G32W,Evidence Based Library and Information Practice,Article,Trina Fyfe; Geoffrey W. Payne,,2011,Problem Based Learning and Evidence Based Medicine: Utilizing the Librarian,Evidence Based Library and Information Practice,6,,161-168,https://openalex.org/W1536038382,,,,University of Alberta,1266
1239,https://doi.org/10.18438/B8ZK7Z,,Article,Virginia Wilson,,2011,A New Path: Research Methods,Evidence Based Library and Information Practice,6,2,,https://openalex.org/W2402085297,,,,University of Alberta,1373
1178,https://doi.org/10.18438/B89P5B,,Article,Virginia Wilson,,2012,Research Methods: Interviews,Evidence Based Library and Information Practice,7,2,,https://openalex.org/W4253510417,,,,University of Alberta,1373
1229,https://doi.org/10.18438/B8WC91,,Article,MÍ-Linh LÍ,,2012,Undergraduate Library Instruction in the Humanities Increases the Use of Books Over Journals,Evidence Based Library and Information Practice,7,2,69-72,https://openalex.org/W1527245244,,,,University of Alberta,1194
1164,https://doi.org/10.18438/B83C74,,Article,Charlene Sorensen,,2013,EBLIP7 Closing Keynote Address: Evidence Based Everything,Evidence Based Library and Information Practice,8,4,,https://openalex.org/W1587427312,,,,University of Alberta,1369
1180,https://doi.org/10.18438/B89W3N,,Article,Virginia Wilson,,2013,EBLIP7: The Possibilities are Endless!,Evidence Based Library and Information Practice,8,4,,https://openalex.org/W1567271480,,,,University of Alberta,1373
1205,https://doi.org/10.18438/B8KC7G,,Article,Virginia Wilson,,2013,Research Methods: Action Research,Evidence Based Library and Information Practice,8,4,,https://openalex.org/W4234934236,,,,University of Alberta,1373
1218,https://doi.org/10.18438/B8Q31P,,Article,Virginia Wilson,,2013,Research Methods: Altmetrics,Evidence Based Library and Information Practice,8,1,,https://openalex.org/W1522216403,,,,University of Alberta,1373
1234,https://doi.org/10.18438/B8XP4J,,Article,Virginia Wilson,,2013,EBLIP7 Conference Award Winners,Evidence Based Library and Information Practice,8,4,,https://openalex.org/W1495270349,,,,University of Alberta,1373
1238,https://doi.org/10.18438/B8ZK6K,,Article,Virginia Wilson,,2013,Formalized Curiosity: Reflecting on the Librarian Practitioner-Researcher,Evidence Based Library and Information Practice,8,1,,https://openalex.org/W2110826185,,,,University of Alberta,1373
1226,https://doi.org/10.18438/B8V31X,,Article,Virginia Wilson,,2014,Research Methods: Scoping Studies,Evidence Based Library and Information Practice,9,4,,https://openalex.org/W1547364667,,,,University of Alberta,1373
1216,https://doi.org/10.18438/B8PC8S,,Article,Heidi L. M. Jacobs; Denise Koufogiannakis,,2014,Counting What Cannot be Counted: Bringing the Humanities to EBLIP,Evidence Based Library and Information Practice,9,3,110-120,https://openalex.org/W2136250504,,,,University of Alberta,924
1156,https://doi.org/10.18438/B8033X,,Article,Denise Koufogiannakis; Lorie A. Kloda; Heather J. Pretty,,2016,A Big Step Forward: Itís Time for a Database of Evidence Summaries in Library and Information Practice,Evidence Based Library and Information Practice,,,,https://openalex.org/W2297349821,,,,University of Alberta,1499
1157,https://doi.org/10.18438/B80917,,Article,Virginia Wilson,,2012,Research Methods: Bibliometrics,Evidence Based Library and Information Practice,,,,https://openalex.org/W2105184188,,,,University of Alberta,1373
1159,https://doi.org/10.18438/B8191J,,Article,Virginia Wilson,,2010,"Evaluating the Results of Evidence Application, Part One",Evidence Based Library and Information Practice,,,,https://openalex.org/W2147473067,,,,University of Alberta,1373
1169,https://doi.org/10.18438/B8659R,,Article,Denise Koufogiannakis,,2013,EBLIP7 Keynote: What We Talk About When We Talk About Evidence,Evidence Based Library and Information Practice,,,,https://openalex.org/W2154921243,,,,University of Alberta,1499
1171,https://doi.org/10.18438/B8788Q,,Article,Denise Koufogiannakis,,2014,McClure and Samuelsí Study on Information Sources Used for Decision Making and the Connection to Organizational Climate Still Resonates Today,Evidence Based Library and Information Practice,,,,https://openalex.org/W2162063140,,,,University of Alberta,1499
1173,https://doi.org/10.18438/B87S64,,Article,Virginia Wilson,,2016,Research Methods: Focus Groups,Evidence Based Library and Information Practice,,,,https://openalex.org/W4252585435,,,,University of Alberta,1373
1175,https://doi.org/10.18438/B8831N,,Article,Linda Seale; Trish Chatterley; Marlene Dorgan,,2014,Evidence for Removal of a Reference Collection in an Academic Health Sciences Library,Evidence Based Library and Information Practice,,,,https://openalex.org/W1580229956,,,,University of Alberta,1484
1176,https://doi.org/10.18438/B88D1R,,Article,Denise Koufogiannakis,,2010,The Appropriateness of Hierarchies,Evidence Based Library and Information Practice,,,,https://openalex.org/W2130800646,,,,University of Alberta,1499
1185,https://doi.org/10.18438/B8CD1P,,Article,Denise Koufogiannakis; Pam Ryan; Lindsay Alcock; Susan Cleyle,,2016,Building a Home for Evidence Based Library and Information Practice,Evidence Based Library and Information Practice,,,,https://openalex.org/W2302517626,,,,University of Alberta,1499
1186,https://doi.org/10.18438/B8CG9D,,Article,Virginia Wilson,,2016,Research Methods: Content Analysis,Evidence Based Library and Information Practice,,,,https://openalex.org/W4252385713,,,,University of Alberta,1373
1190,https://doi.org/10.18438/B8DP58,,Article,Virginia Wilson,,2009,"Female Public Library Patrons Value the Library for Services, Programs, and Technology",Evidence Based Library and Information Practice,,,,https://openalex.org/W1534605025,,,,University of Alberta,1373
1192,https://doi.org/10.18438/B8F015,,Article,Jessica Thorlakson; Denise Koufogiannakis; Sharon Marshall,,2015,Streamlining Workflows in the Now: Using Evidence to Select a DVD Vendor for the University of Alberta Libraries,Evidence Based Library and Information Practice,,,,https://openalex.org/W1489353146,,,,University of Alberta,"1473, 1499"
1193,https://doi.org/10.18438/B8F62M,,Article,Denise Koufogiannakis,,2011,Renewal and Change,Evidence Based Library and Information Practice,,,,https://openalex.org/W2147606081,,,,University of Alberta,1499
1196,https://doi.org/10.18438/B8G66F,,Article,Kristin Hoffmann; Selinda Adelle Berg; Denise Koufogiannakis,,2017,Understanding Factors that Encourage Research Productivity for Academic Librarians,Evidence Based Library and Information Practice,,,,https://openalex.org/W2775922399,,,,University of Alberta,1499
1200,https://doi.org/10.18438/B8HC9M,,Article,Denise Koufogiannakis,,2011,Should We Value Knowledge and Expertise?,Evidence Based Library and Information Practice,,,,https://openalex.org/W2136620132,,,,University of Alberta,1499
1201,https://doi.org/10.18438/B8HG88,,Article,Denise Koufogiannakis,,2009,Looking Forward,Evidence Based Library and Information Practice,,,,https://openalex.org/W4212921588,,,,University of Alberta,1499
1203,https://doi.org/10.18438/B8J89W,,Article,Denise Koufogiannakis,,2009,Showing Value,Evidence Based Library and Information Practice,,,,https://openalex.org/W4205373329,,,,University of Alberta,1499
1204,https://doi.org/10.18438/B8JC8J,,Article,Denise Koufogiannakis,,2012,Academic Librariansí Conception and Use of Evidence Sources in Practice,Evidence Based Library and Information Practice,,,,https://openalex.org/W1876796638,,,,University of Alberta,1499
1207,https://doi.org/10.18438/B8M31R,,Article,Denise Koufogiannakis,,2009,Stockholm Shines,Evidence Based Library and Information Practice,,,,https://openalex.org/W4251849661,,,,University of Alberta,1499
1212,https://doi.org/10.18438/B8NK75,,Article,Virginia Wilson,,2010,Public Libraries Can Play an Important Role in the Aftermath of a Natural Disaster,Evidence Based Library and Information Practice,,,,https://openalex.org/W1550187770,,,,University of Alberta,1373
1213,https://doi.org/10.18438/B8P033,,Article,Virginia Wilson,,2009,Looking to the Literature: Domains to Help Determine Where to Look,Evidence Based Library and Information Practice,,,,https://openalex.org/W2131640385,,,,University of Alberta,1373
1215,https://doi.org/10.18438/B8PC8S,,Article,Heidi L. M. Jacobs; Denise Koufogiannakis,,2014,Counting What Cannot be Counted: Bringing the Humanities to EBLIP,Evidence Based Library and Information Practice,,,,https://openalex.org/W2136250504,,,,University of Alberta,1499
1217,https://doi.org/10.18438/B8Q021,,Article,Denise Koufogiannakis,,2012,The State of Systematic Reviews in Library and Information Studies,Evidence Based Library and Information Practice,,,,https://openalex.org/W2131005499,,,,University of Alberta,1499
1221,https://doi.org/10.18438/B8RS9X,,Article,Virginia Wilson,,2017,The C-EBLIP Fall Symposium: Librarians as Researchers,Evidence Based Library and Information Practice,,,,https://openalex.org/W2728195834,,,,University of Alberta,1373
1222,https://doi.org/10.18438/B8S30X,,Article,Virginia Wilson,,2014,Research Methods: Sampling,Evidence Based Library and Information Practice,,,,https://openalex.org/W4230699474,,,,University of Alberta,1373
1224,https://doi.org/10.18438/B8T307,,Article,Virginia Wilson,,2014,Research Methods: The Most Significant Change Technique,Evidence Based Library and Information Practice,,,,https://openalex.org/W1581296090,,,,University of Alberta,1373
1225,https://doi.org/10.18438/B8TW52,,Article,Denise Koufogiannakis,,2011,What is Evidence?,Evidence Based Library and Information Practice,,,,https://openalex.org/W1582586801,,,,University of Alberta,1499
1231,https://doi.org/10.18438/B8WW3X,,Article,Virginia Wilson,,2014,Research Methods: Triangulation,Evidence Based Library and Information Practice,,,,https://openalex.org/W1779866227,,,,University of Alberta,1373
1233,https://doi.org/10.18438/B8X051,,Article,Ruby Muriel Lavallee Warren,,2016,Parents of Young Children Select Picture Books Based on Information Not Found in Bibliographic Records,Evidence Based Library and Information Practice,,,,https://openalex.org/W2526303080,,,,University of Alberta,1197
1236,https://doi.org/10.18438/B8Z33M,,Article,Denise Koufogiannakis,,2010,Thoughts on Reflection,Evidence Based Library and Information Practice,,,,https://openalex.org/W1518437749,,,,University of Alberta,1499
1237,https://doi.org/10.18438/B8Z59K,,Article,Denise Koufogiannakis,,2006,Editorial: Small steps forward through critical appraisal,Evidence Based Library and Information Practice,,,,https://openalex.org/W1606264377,,,,University of Alberta,1499
242,https://doi.org/10.1016/j.exger.2020.111151,,Article,Kathryn M. Sibley; Sonia M. Thomas; Areti Angeliki Veroniki; Myanca Rodrigues; Jemila S. Hamid; Chantelle C. Lachance; Elise Cogo; Paul A. Khan; John J. Riva; Walter P. Wodchis; Heather MacDonald; Jayna Holroyd-Leduc; Fabio Feldman; Gillian D. Kerr; Susan B. Jaglal; Sharon E. Straus; Andrea C. Tricco,,2021,Comparative effectiveness of exercise interventions for preventing falls in older adults: A secondary analysis of a systematic review with network meta-analysis,Experimental Gerontology,143,,,https://openalex.org/W3104551890,,,,Elsevier BV,849
2130,https://doi.org/10.1080/01902148.2017.1393707,,Article,Akihisa Mitani; Aishah Azam; Chaitanya Vuppusetty; Ito Kazuhiro; Nicolas Mercado; Peter J. Barnes,,2017,Quercetin restores corticosteroid sensitivity in cells from patients with chronic obstructive pulmonary disease,Experimental Lung Research,43,10-Sep,417-425,https://openalex.org/W2771713846,,,,Informa,1671
139,https://doi.org/10.1007/s11340-011-9494-z,,Article,Behnam Ashrafi; Kaushik Das; R. Le Faive; Pascal Hubert; Srikar Vengallatore,,2012,Measuring the Elastic Properties of Freestanding Thick Films Using a Nanoindenter-Based Bending Test,Experimental Mechanics,52,,371-378,https://openalex.org/W2155861319,,,,Springer Nature,1301
581,https://doi.org/10.1093/fampra/cmaa149,,Article,George N. Okoli; Viraj K Reddy; Otto L T Lam; Tiba Abdulwahid; Nicole Askin; Edward Thommes; Ayman Chit; Ahmed M Abou-Setta; Salaheddin M. Mahmud,,2021,Interventions on health care providers to improve seasonal influenza vaccination rates among patients: a systematic review and meta-analysis of the evidence since 2000,Family Practice,38,4,524-536,https://openalex.org/W3128231506,,,,Oxford University Press,1195
2170,https://doi.org/10.1111/j.1742-4658.2008.06830.x,,Article,Marie-»ve Lacombe-Harvey; Tamo Fukamizo; Julie Gagnon; Mariana Gabriela Ghinet; Nicole Dennhart; Thomas Letzel; Ryszard Brzezinski,,2009,Accessory active site residues of Streptomyces sp. N174 chitosanase,FEBS Journal,276,3,857-869,https://openalex.org/W1512730941,,,,Wiley-Blackwell,1653
245,https://doi.org/10.1016/j.fertnstert.2009.02.080,,Article,Ritva Hurskainen; Sirpa-Liisa Hovi; Mika Gissler; Riitta Grahn; Katriina Kukkonen-Harjula; Merja Nord-Saari; Marjukka M‰kel‰,,2010,Hysteroscopic tubal sterilization: a systematic review of the Essure system,Fertility and Sterility,,,,https://openalex.org/W2118502945,,,,Elsevier BV,1478
2007,https://doi.org/10.7939/R3J38KN2D,,Article,Sean Luyk; Colette Leung,,2016,"Oil Shows, Rodeos, and UFOs: A Canadian Prairie Sheet Music Collection",Fontes Artis Musicae,,,,https://openalex.org/W2289053565,,,,,1461
570,https://doi.org/10.1089/fpd.2013.1704,,Article,Shannon E. Majowicz; Elaine Scallan; Andria Jones-Bitton; Jan M. Sargeant; Jackie Stapleton; Frederick J. Angulo; Derrick H. Yeung; Martyn D. Kirk,,2014,Global Incidence of Human Shiga ToxinñProducing<i>Escherichia coli</i>Infections and Deaths: A Systematic Review and Knowledge Synthesis,Foodborne Pathogens and Disease,11,6,447-455,https://openalex.org/W2026084043,,,,"Mary Ann Liebert, Inc.",366
927,https://doi.org/10.1177/26345161221102137,,Article,Logan Richard; Valentin Mocanu; Kevin Verhoeff; Ka Man Cheung; Janice Y. Kung; Daniel W. Birch; Noah J. Switzer; Shahzeer Karmali,,2022,Celiac Disease and Bariatric Surgery: A Systematic Review of Current Literature,Foregut,,,,https://openalex.org/W4281740464,,,,SAGE,1457
2106,https://doi.org/10.1016/j.foreco.2019.117839,,Article,Peter Nosko; Kathleen Roberts; Tom Knight; Ashley Marcellus,,2020,"Growth and chemical responses of balsam fir saplings released from intense browsing pressure in the boreal forests of western Newfoundland, Canada",Forest Ecology and Management,43,4,337-345,https://openalex.org/W3002175429,,,,Elsevier BV,1738
2323,https://doi.org/10.3389/fdgth.2021.801204,,Article,Lubna Daraz; Sheila Bouseh,,2021,Developing a Quality Benchmark for Determining the Credibility of Web Health Information- a Protocol of a Gold Standard Approach,Frontiers in digital health,,,,https://openalex.org/W4200056214,,,,Frontiers Media SA,2031
1678,https://doi.org/10.3389/fonc.2018.00519,,Article,Tumul Chowdhury; Gyaninder Pal Singh; Frederick A. Zeiler; Abseret Hailu; Hal Loewen; Bernhard Schaller; Ronald B. Cappellani; Michael West,,2018,Anesthesia for Awake Craniotomy for Brain Tumors in an Intraoperative MRI Suite: Challenges and Evidence,Frontiers in Oncology,8,,,https://openalex.org/W2901886016,,,,Frontiers Media,1171
1684,https://doi.org/10.3389/frma.2018.00025,,Article,Kathryn E. R. Graham; Deanne Langlois-Klassen; Sagal A. M. Adam; Liza Chan; Heidi L. Chorzempa,,2018,"Assessing Health Research and Innovation Impact: Evolution of a Framework and Tools in Alberta, Canada",Frontiers in Research Metrics and Analytics,,,,https://openalex.org/W2891009984,,,,Frontiers Media,1477
1685,https://doi.org/10.3389/ftox.2021.685840,,Article,Noa Gang; Kyle Van Allen; Paul J. Villeneuve; Paul J. Villeneuve; Heather MacDonald; Jennifer E. Bruin,,2022,Sex-specific Associations Between Type 2 Diabetes Incidence and Exposure to Dioxin and Dioxin-like Pollutants: A Meta-analysis,Frontiers in toxicology,23,3,,https://openalex.org/W4226104813,,,,Frontiers Media SA,849
741,https://doi.org/10.1111/j.1365-2435.2009.01612.x,,Article,Ping Wang; Tara Stieglitz; Dao Wei Zhou; James F. Cahill,,2010,"Are competitive effect and response two sides of the same coin, or fundamentally different?",Functional Ecology,24,1,196-207,https://openalex.org/W2104089855,,,,Wiley-Blackwell,1323
2107,https://doi.org/10.1016/j.funbio.2011.10.005,,Article,Mohamed Hafez; Mahmood Iranpour; Sahra-Taylor Mullineux; Jyothi Sethuraman; Kari M. Wosnitza; Paeta Lehn; Jennifer Kroeker; Peter C. Loewen; James Reid; Georg Hausner,,2012,Identification of group I introns within the SSU rDNA gene in species of Ceratocystiopsis and related taxa,Fungal Biology,116,1,98-111,https://openalex.org/W2080421443,,,,Elsevier BV,1823
439,https://doi.org/10.1053/j.gastro.2005.02.014,,Article,Catherine DubÈ; Alaa Rostom; Richmond Sy; Ann Cranney; Navaaz Saloojee; Chantelle Garritty; Margaret Sampson; Li Zhang; Fatemeh Yazdi; Vasil Mamaladze; Irene Pan; Joanne MacNeil; David R. Mack; Dilip Patel; David Moher,,2005,The prevalence of celiac disease in average-risk and at-risk Western European populations: A systematic review,Gastroenterology,128,4,,https://openalex.org/W2066647807,,,,Elsevier BV,1375
440,https://doi.org/10.1053/j.gastro.2005.02.019,,Article,Ann Cranney; Alaa Rostom; Richmond Sy; Catherine DubÈ; Navaz Saloogee; Chantal Garritty; David Moher; Margaret Sampson; Li Zhang; Fatemeh Yazdi; Vasil Mamaladze; Irene Pan; Joanne MacNeil,,2005,Consequences of testing for celiac disease,Gastroenterology,,,,https://openalex.org/W2020418866,,,,Elsevier BV,1375
441,https://doi.org/10.1053/j.gastro.2005.02.028,,Article,Alaa Rostom; Catherine DubÈ; Ann Cranney; Navaaz Saloojee; Richmond Sy; Chantelle Garritty; Margaret Sampson; Li Zhang; Fatemeh Yazdi; Vasil Mamaladze; Irene Pan; Joanne MacNeil; David R. Mack; Dilip Patel; David Moher,,2005,The diagnostic accuracy of serologic tests for celiac disease: A systematic review,Gastroenterology,,,,https://openalex.org/W1995611431,,,,Elsevier BV,1375
2325,https://doi.org/10.3406/gazar.1994.4245,,Article,Louise Gagnon-Arguin; Carole Saulnier; Louis Garon,,1994,La normalisation des descriptions des documents d'archives : l'expÈrience canadienne,Gazette des archives,165,1,253-263,https://openalex.org/W2741370508,,,,PERSEE Program,2043
2326,https://doi.org/10.3406/gazar.2013.5206,,Article,Anne Klein; Yvon Lemay,,2013,MatÈrialitÈ des archives et transmission de líhistoire,Gazette des archives,229,1,237-245,https://openalex.org/W2620721451,,,,PERSEE Program,2037
2327,https://doi.org/10.3406/gazar.2014.5124,,Article,Anne Klein; Yvon Lemay,,2014,Líexploitation artistique des archives au prisme benjaminien,Gazette des archives,233,1,47-59,https://openalex.org/W2739576414,,,,PERSEE Program,2037
2328,https://doi.org/10.3406/gazar.2017.5501,,Article,Simon CÙtÈ-Lapointe; Sabine Mas,,2017,Facettes et archives : modalitÈs et applications,Gazette des archives,248,4,19-37,https://openalex.org/W2999652047,,,,PERSEE Program,658
708,https://doi.org/10.1111/1468-0424.12293,,Article,Cal Murgu,,2017,"ëInnocence is as Innocence Doesí: Anglo-Irish Politics, Masculinity and the De Cobain Gross Indecency Scandal of 1891-3",Gender & History,29,2,309-328,https://openalex.org/W2735752313,,,,Wiley-Blackwell,749
2157,https://doi.org/10.1101/gr.1932304,,Article,Ursula Vitt; Darryl Gietzen; Kristian Stevens; Jim Wingrove; Shanya D. Becha; Sean A. Bulloch; John D. Burrill; Narinder K. Chawla; Jennifer Chien; Matthew Crawford; Craig H. Ison; Liam Kearney; Mary Kwong; Joe Park; Jennifer L. Policky; Mark Weiler; Renee White; Yuming Xu; Sue Daniels; Howard J. Jacob; Michael I. Jensen-Seaman; Jozef Lazar; Laura Stuve; Jeanette Schmidt,,2004,"Identification of Candidate Disease Genes by EST Alignments, Synteny, and Expression and Verification of Ensembl Genes on Rat Chromosome 1q43-54",Genome Research,14,4,640-650,https://openalex.org/W2105070654,,,,Cold Spring Harbor Laboratory Press,888
2158,https://doi.org/10.1101/gr.6.9.858,,Article,Herbert Herzog; Karen Darby; Yvonne J. Hort; John Shine,,1996,Intron 17 of the human retinoblastoma susceptibility gene encodes an actively transcribed G protein-coupled receptor gene.,Genome Research,6,9,858-861,https://openalex.org/W2046182943,,,,Cold Spring Harbor Laboratory Press,1683
2081,https://doi.org/10.1006/geno.1997.4684,,Article,Herbert Herzog; Karen Darby; Helen J. Ball; Yvonne J. Hort; Annette G. Beck-Sickinger; John Shine,,1997,Overlapping Gene Structure of the Human Neuropeptide Y Receptor Subtypes Y1 and Y5 Suggests Coordinate Transcriptional Regulation,Genomics,41,3,315-319,https://openalex.org/W2001796730,,,,Academic Press,1683
2082,https://doi.org/10.1006/geno.1997.5071,,Article,Karen Darby; Helen J. Eyre; N. Lapsys; Neal G. Copeland; Debra J. Gilbert; Michelle Couzens; Olga Antonova; Grant R. Sutherland; Nancy A. Jenkins; Herbert Herzog,,1997,Assignment of the Y4Receptor Gene (PPYR1) to Human Chromosome 10q11.2 and Mouse Chromosome 14,Genomics,46,3,513-515,https://openalex.org/W2017585526,,,,Academic Press,1683
2083,https://doi.org/10.1006/geno.1998.5644,,Article,Marjorie Liu; Rachel M. C. Parker; Karen Darby; Helen J. Eyre; Neal G. Copeland; Joanna Crawford; Debra J. Gilbert; Grant R. Sutherland; Nancy A. Jenkins; Herbert Herzog,,1999,"GPR56, a Novel Secretin-like Human G-Protein-Coupled Receptor Gene",Genomics,55,3,296-305,https://openalex.org/W2089535712,,,,Academic Press,1683
725,https://doi.org/10.1111/geb.12312,,Article,VÈronique Boucher-Lalonde; Rafael Xavier De Camargo; Jean-Michel Fortin; Shahira Khair; Rachel I. So; HÈctor V·zquez Rivera; Dale Watson; Juan Zuloaga; David J. Currie,,2015,The weakness of evidence supporting tropical niche conservatism as a main driver of current richness-temperature gradients,Global Ecology and Biogeography,24,7,795-803,https://openalex.org/W1600861298,,,,Wiley-Blackwell,1245
247,https://doi.org/10.1016/j.giq.2009.12.004,,Article,C. Nadine Wathen; Sandra McKeown,,2010,Can the government really help? Online information for women experiencing violence,Government Information Quarterly,27,2,170-176,https://openalex.org/W2146202935,,,,Elsevier BV,304
158,https://doi.org/10.1016/0277-9390(93)90003-8,,Article,Vivienne Monty,,1993,Canadian government information,Government Publications Review,20,3,273-282,https://openalex.org/W1581099445,,,,Pergamon Press,1091
250,https://doi.org/10.1016/j.healthplace.2006.05.006,,Article,Neil Hanlon; Greg Halseth; Rachael Clasby; Virginia Pow,,2007,"The place embeddedness of social care: Restructuring work and welfare in Mackenzie, BC",Health & Place,,,,https://openalex.org/W2088905310,,,,Elsevier BV,1464
251,https://doi.org/10.1016/j.healthplace.2021.102676,,Article,Yeong-Bae Kim; Ashley P. McCurdy; Carminda G. Lamboglia; Shawn Hakimi; Nicholas Kuzik; Eun-Young Lee; Cliff Lindeman; Allison Sivak; John C. Spence,,2021,Ambient air pollution and movement behaviours: A scoping review,Health & Place,,,,https://openalex.org/W3208207761,,,,Elsevier BV,1469
1038,https://doi.org/10.1300/J138v06n03_03,,Article,Brian D. Cameron,,2002,Celiac Disease: Internet Resources,Health care on the Internet,6,3,23-32,https://openalex.org/W2111352631,,,,Informa,838
727,https://doi.org/10.1111/hex.12827,,Article,Erin McCabe; Maxi Miciak; Liz Dennett; Patricia J. Manns; Christine Guptill; Jeremy C. Hall; Douglas P. Gross,,2018,Measuring therapeutic relationship in the care of patients with haemophilia: A scoping review,Health Expectations,,,,https://openalex.org/W2889339719,,,,Wiley,1448
729,https://doi.org/10.1111/hir.12031,,Article,Virginia Wilson; Maria J. Grant,,2013,Evidence based library and information practice: what's in it for you?,Health Information and Libraries Journal,30,2,,https://openalex.org/W2098719870,,,,Wiley-Blackwell,1373
731,https://doi.org/10.1111/hir.12082,,Article,MÍ-Linh LÍ,,2014,Information needs of public health students,Health Information and Libraries Journal,31,4,274-292,https://openalex.org/W2146233726,,,,Wiley-Blackwell,1194
730,https://doi.org/10.1111/hir.12042,,Article,Erin Watson,,2014,Leisure reading collections in academic health sciences and science libraries: results of visits to seven libraries,Health Information and Libraries Journal,33,2,131-142,https://openalex.org/W2048442049,,,,Wiley-Blackwell,1372
732,https://doi.org/10.1111/hir.12129,,Article,Erin Watson,,2016,The importance of leisure reading to health sciences students: results of a survey,Health Information and Libraries Journal,33,1,,https://openalex.org/W2190874263,,,,Wiley-Blackwell,1372
436,https://doi.org/10.1046/j.1365-2532.20.s1.12.x,,Article,Denise Koufogiannakis; Marlene Dorgan; Ellen Crumley,,2003,Facilitating evidence-based librarianship: a Canadian experience,Health Information and Libraries Journal,,,,https://openalex.org/W2035888730,,,,Wiley-Blackwell,1499
437,https://doi.org/10.1046/j.1471-1842.2002.00372.x,,Article,Ellen Crumley; Denise Koufogiannakis,,2002,Developing evidence-based librarianship: practical steps for implementation*,Health Information and Libraries Journal,,,,https://openalex.org/W2136366331,,,,Wiley-Blackwell,1499
728,https://doi.org/10.1111/hir.12004,,Article,Trish Chatterley; Liz Dennett,,2012,Utilisation of search filters in systematic reviews of prognosis questions,Health Information and Libraries Journal,,,,https://openalex.org/W2106705776,,,,Wiley-Blackwell,"1448, 1484"
734,https://doi.org/10.1111/hir.12310,,Article,Erin Watson,,2021,A comparative study of medical ebook and print book prices,Health Information and Libraries Journal,,,,https://openalex.org/W3027909148,,,,Wiley-Blackwell,1372
747,https://doi.org/10.1111/j.1471-1842.2005.00559.x,,Article,Denise Koufogiannakis; Jeanette Buckingham; Arif Alibhai; David C. Rayner,,2005,Impact of librarians in first-year medical and dental student problem-based learning (PBL) groups: a controlled study,Health Information and Libraries Journal,,,,https://openalex.org/W1514754694,,,,Wiley-Blackwell,1499
748,https://doi.org/10.1111/j.1471-1842.2012.00993.x,,Article,Trish Chatterley; Dale Storie; Thane Chambers; Jeanette Buckingham; Ali Shiri; Marlene Dorgan,,2012,Health information support provided by professional associations in Canada,Health Information and Libraries Journal,,,,https://openalex.org/W1985303525,,,,Wiley-Blackwell,"1484, 1485"
970,https://doi.org/10.1186/s12961-017-0220-x,,Article,Gregory W. Hammond; MÍ-Linh LÍ; Tannis Novotny; Stephanie P.B. Caligiuri; Grant N. Pierce; John G. Wade,,2017,An output evaluation of a health research foundationís enhanced grant review process for new investigators,Health Research Policy and Systems,15,1,09-Jan,https://openalex.org/W2624776175,,,,BioMed Central,1194
888,https://doi.org/10.1177/0840470419886938,,Article,Trina Fyfe; Geoffrey W. Payne,,2020,Rural healthcare delivery: Navigating a complex ecosystem,Healthcare Management Forum,33,80-84,,https://openalex.org/W3007384768,,,,SAGE Publishing,1266
249,https://doi.org/10.1016/j.hbpd.2022.02.004,,Article,Andy Deprato; Kevin Verhoeff; Kieran Purich; Janice Y Kung; David L. Bigam; Khaled Dajani,,2022,Surgical outcomes and quality of life following exercise-based prehabilitation for hepato-pancreatico-biliary surgery: A systematic review and meta-analysis,Hepatobiliary & Pancreatic Diseases International,,,,https://openalex.org/W4214687644,,,,Elsevier BV,1457
2071,https://doi.org/10.1002/hep.26676,,Article,Anne E M Robins; Anne Bowden; William Watson; Fiona E. Smith; William Gelson; William J. Griffiths,,2014,Beta-blockers in cirrhosis patients with refractory ascites,Hepatology,59,5,2054-2055,https://openalex.org/W2096421611,,,,Wiley,1676
62,https://doi.org/10.1002/hc.21405,,Article,Diya Zhu; Carmanah D. Hunter; Samuel R. Baird; Bradley R. Davis; Allyson Bos; Stephen J. Geier; Christopher M. Vogels; Andreas Decken; Christopher A. Gray; Stephen A. Westcott,,2017,Synthesis and antimicrobial properties of cyclic fluorodiamines containing boronate esters,Heteroatom Chemistry,28,6,,https://openalex.org/W2770743128,,,,Wiley-Blackwell,1283
